HSP90AA1,XPO1
HSP90AA1,PRKCA
HSP90AA1,VCP
HSP90AA1,SPTAN1
HSP90AA1,TUBG1
HSP90AA1,JUN
HSP90AA1,CALM2
HSP90AA1,CALM3
HSP90AA1,CALM1
HSP90AA1,CUL1
HSP90AA1,NR2C2
HSP90AA1,XRCC5
HSP90AA1,IARS2
HSP90AA1,PGK1
HSP90AA1,BECN1
HSP90AA1,CDK11A
HSP90AA1,UBA1
HSP90AA1,LCK
HSP90AA1,BAG2
HSP90AA1,RPS6
HSP90AA1,RAF1
HSP90AA1,PSMA3
HSP90AA1,QARS
HSP90AA1,RPSA
HSP90AA1,PPP2R1A
HSP90AA1,MAP4K4
HSP90AA1,RPL29
HSP90AA1,MCM5
HSP90AA1,BCL6
HSP90AA1,PIH1D1
HSP90AA1,PI4K2B
HSP90AA1,HSP90AB1
HSP90AA1,MYC
HSP90AA1,SOD1
HSP90AA1,TDP2
HSP90AA1,URI1
HSP90AA1,RPS3
HSP90AA1,RPL7
HSP90AA1,RPL5
HSP90AA1,MIS12
HSP90AA1,TUBA1A
HSP90AA1,RAD21
HSP90AA1,PBK
HSP90AA1,TRIM41
HSP90AA1,NCL
HSP90AA1,RFWD3
HSP90AA1,SSBP1
HSP90AA1,TOMM70A
HSP90AA1,HP1BP3
HSP90AA1,RPL32
HSP90AA1,LDHA
HSP90AA1,NPM1
HSP90AA1,SNRPE
HSP90AA1,ACTN1
SOX4,UBE2I
NACA,PPP2R1A
NACA,SUMO1
